2,合晟资产是一家专注于股票、债券等二级市场投资，为合格投资者提供专业资产管理服务的企业。公司业务范围包括资产管理、投资咨询和投资顾问服务。公司管理的私募基金产品主要包括股票型、债券型资产管理计划或证券投资基金，管理总资产规模80亿元左右。根据中国证券投资基金业协会数据，公司管理的私募证券投资基金（顾问管理）类规模较大，公司管理规模处于50亿元以上的第一梯队。
2,公司的主营业务为向中小微企业、个体工商户、农户等客户提供贷款服务，自设立以来主营业务未发生过变化。
1,公司立足于商业地产服务，致力于为商业地产开发、销售、运营全产业链提供一整套增值服务，业务覆盖商业定位及策划、商业设计、销售代理、招商代理电子商务、以及商业地产运管服务；同时开展应用互联网电商模式，采取O2O线上导流线下服务方式进行住宅类业务的创新营销服务。公司的业务板块包括商业地产策划顾问、专业招商及运营管理、代理销售、麦吉铺O2O电子商务。
2,公司经工商管理部门核准的经营范围为“投资咨询、经济信息咨询，企业管理咨询，品牌推广策划，公共关系策划，文化交流策划咨询，企业形象策划，图文设计，会展服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）”。公司的主营业务为：为国内上市公司提供投资者关系顾问服务。根据公司的主营业务，按照《国民经济行业分类》（GBT4754-2011），公司属于“商务服务业（L72）”分类下的“社会经济咨询（L7233）”。
2,该公司的主营业务为在中国境内(港、澳、台除外)开展保险代理销售，依托于自身的产品研究能力和专业化服务能力，通过为团体或个人保险受众提供投保需求分析、投保方案制定、保险理赔、保单保全等一站式服务，最终为保险公司完成人身保险及财产保险等保险产品的代理销售综合服务。公司自成立以来，已与中国人民人寿保险股份有限公司、中德安联人寿保险有限公司、中英人寿保险有限公司、阳光人寿保险股份有限公司、中意人寿保险有限公司、同方全球人寿保险有限公司、中国泰康人寿保险股份有限公司等数十家保险公司建立了紧密的合作关系，并为其完成千余种保险产品的代理销售
1,"公司主营业务为地铁商业物业的租赁与运营管理服务。公司以整体租赁的方式取得轨道交通站点附属建筑物内商业物业的经营权，利用承租物业从事商铺出租和运营管理服务，公司对承租物业进行规划、定位、设计、改造，从满足商业业态经营需要和消费者需求等方面提升其商业价值空间，从而获得更优的租金收益。2015年和2014年公司经审计的营业收入分别为21,740,629.29元，550,498.50元，主营业务收入占营业收入的比重为100%，自设立以来，公司主营业务未发生变化。"
2,作为位于南京市江宁区的小额信贷融资服务供应商，公司专注于满足当地中小微企业、个体经营者及个人的融资需求，致力于为该等市场经济主体提供适当的融资解决方案。报告期内，公司主要从事小额贷款、融资性担保及小微企业私募债等小额信贷融资服务。自成立以来，公司主营业务未发生重大变化。
1,公司主要为商业地产商提供服务，主要内容为项目前期的市场调研，项目中期的招商营销策划、营销代理、招商代理及项目后期的相关服务。公司持有长沙市住房和城乡建设委员会批准下发的长沙市房地产经纪机构备案证书，具备承接商业地产咨询、经纪业务的资质。目前，公司客户主要集中于专业型商业地产开发商。
2,青岛拥湾资产管理集团股份有限公司(简称“拥湾资产”，股票代码834606)拥湾资产成立于2009年7月，注册地在有“东方瑞士”之称的青岛，注册资本金11178万元人民币。经过六年多的发展，集团已发展成为山东省本土最具品牌影响力的创投机构之一，为了更好地服务于全国市场，集团陆续在济南、北京、香港等地开设了分支机构。集团业务涵盖了私募股权投资基金、天使基金、创投基金、并购基金、债券基金、夹层基金、美元基金等多层次全方位资产管理业务领域，已经发起成立了多支海内外基金，管理基金规模超过10亿元人民币，凭借严谨的投资态度、专业的投资理念和持续的创新精神，成功投资了几十家在其专业领域内具有核心竞争力的高成长企业，被投企业获得高速发展和增值服务，同时创造了良好的社会效益和经济效益。
1,"公司的主营业务为提供物业管理服务，公司自成立以来主营业务未发生变化。2013年、2014年及2015年1-9月份，公司主营业务收入分别为48,392,055.08元、73,471,276.70元及70,794,919.33元，占营业收入比例均超过99%，主营业务非常突出。公司在发展传统物业管理业务的同时，立足现有技术平台和客户群，并结合物联网、大数据等新兴技术，大力开拓智慧社区服务业务。"
1,公司提供的主要服务包括：物业管理；家政服务；洗染服务；建筑清洁服务；摄影扩印服务；房地产居间、房地产代理；蔬菜粮食的销售；设计、制作、代理、发布国内各类广告。
2,根据《上市公司行业分类指引》（2012年修订），公司所属行业为其他金融业（J69）；根据《国民经济行业分类》（GB/T4754-2011），公司所属行业为其他金融业（J69）；根据《挂牌公司管理型行业分类指引》（股转系统公告〔2015〕23号），公司所属行业为资本投资服务（J6740）；根据《挂牌公司投资型行业分类指引》（股转系统公告〔2015〕23号），公司所属行业为私募基金管理人（16111013）。自成立以来，公司长期专注于房地产行业及相关领域的投资管理，积累了丰富的投资经验，兼具相当的分析判断和管理能力，成为了房地产行业及相关领域具有成功投资经验的专家。目前，公司存在自有资产管理、受托资产管理、投资顾问服务、不动产经营管理等业务。报告期内，主营业务未发生重大变化。
1,公司是一家从事房地产营销的顾问代理机构，是浙江宁波、舟山两地市场份额较大的房地产综合服务商，主要业务包括房地产顾问策划和房地产代理销售。公司秉承“专业、精进、共赢”的经营理念，以“策略在先”为基石，致力为房地产开发商提供独具竞争力的系统解决方案。根据中国证监会发布的《上市公司行业分类指引(2012年修订)》，公司属于K70房地产业；根据中国《国民经济行业分类》国家标准(GB/T4754-2011)，公司属于K7030房地产中介服务业。
1,公司专业从事高档写字楼、住宅、政府机关大楼等中高档物业项目的管理服务工作，拥有物业服务企业国家一级资质，现为杭州市物业管理协会常务理事单位、萧山区物业管理协会常务副会长单位、浙商全国理事会常务理事单位，所管理的萧山商会大厦被评为杭州市物业管理优秀大厦，萧山人才大厦被评为萧山区物业管理优秀大厦。公司先后荣获浙江省首批行业质量服务诚信领先示范单位、萧山区诚信企业、杭州市职工文化建设先进单位、萧山首届最具社会责任感企业、杭州市工会创业就业示范基地、浙江市场消费者最满意物业品牌等荣誉。公司自成立以来一直以物业管理服务作为公司的主要业务，公司主要业务未发生重大变化。
1,"公司主要为房地产开发商提供传统营销代理服务、顾问策划服务以及基于移动互联网平台的新型代理销售服务，致力于让不动产更好地实现自身的交易价值和使用价值。经过多年在房地产营销行业的深耕细作，公司已经具有了较强的竞争优势，目前公司在进一步发展既有业务的同时，将加大不动产运营业务的开发力度，将公司成熟的项目运作经验推广到房地产后端市场，努力成为未来房地产资产运营领域的领先者。2015年、2014年，公司经审计的营业收入分别为61,379,932.04元、25,910,330.03元，主营业务收入占营业收入的比重分别为99.95%、100.00%。2015年，由于公司开始实施创新营销业务，主营业务构成出现了一定变化，但传统业务仍然在公司主营业务收入中占据一定比重。"
1,公司以平台信息服务和房屋交易中介服务为支点，业务覆盖信息咨询服务、代理一手房销售、代理二手房销售、代理租赁，以及后端社区服务等领域，将线上信息与线下业务高效整合，是一家综合性房产O2O平台商。子公司湖南中环的主营业务集中在湖南地区从事房地产顾问；房地产经纪；房地产咨询服务；九江中环的主营业务将集中在九江地区从事房地产经纪、房地产营销策划、房屋买卖代理；太原中环的主营业务将集中在太原地区从事房地产经纪；乌鲁木齐中环的主营业务将集中在乌鲁木齐地区从事房地产经纪，信息技术咨询服务；郑州中环的主营业务将集中在郑州地区从事房地产经纪。公司设立该些子公司的目的主要是为了跨区域发展，因地适宜，为当地市场提供所需要的服务。子公司中环网络的主营业务定位于信息资源平台的研发，培养自己的研发团体，为公司快速发展提供必要的信息技术支持和服务。截至本说明书签署之日，公司从事金融中介服务的子公司中环金融已进行转让，公司不再从事金融中介服务。在报告期内，由于九江中环、乌鲁木齐中环、太原中环、郑州中环和中环网络处在开办期，未实际开展经营。因此，对公司业务收入有贡献的子公司仅为湖南中环和中环金融。O2O式平台，连接人和服务信息服务中介从业者IT管理服务房产营销从业人员门店管理服务房产置业者大数据平台房产交易服务房产买卖双方房产交易平台房产金融服务金融产品供需双方地产电商平台新房代理服务资产管理平台金融服务平台人社区商务平台服务平台
2,公司系一家专注于供应链体系中物流与生产两大产业，以保险产品代理销售为主营业务的专业保险代理销售公司。公司以发展客户为导向，通过专业化的保险代理服务，为客户提供综合保险和风险管理解决方案。保险代理销售业务是在与保险公司签订保险代理销售合同后，在保监会监管许可范围内，为保险公司代理销售相关保险产品。公司目前主要营业收入以代理销售物流、贸易行业相关保险产品，取得保险代理佣金为主。公司与27家保险公司保持了长期稳定的合作关系，提供保险产品代理销售服务。公司自2006年成立以来，主营业务未发生重大变化。公司的营业范围为：代理销售保险产品，代理收取保险费，代理相关保险业务的损失勘查和理赔，以及中国保监会批准的其他业务。
2,公司主要从事私募股权投资基金管理和自有资金直接股权投资，以及资产管理计划投后管理等业务。公司私募股权投资基金管理业务，是指公司通过向特定投资者非公开募集资金、设立基金并受托管理基金，将募集的资金对企业进行股权投资，并通过被投资企业IPO、行业并购、回购或其他方式退出以实现资本增值和投资收益。公司作为基金管理人收取一定比例的管理费用和超额业绩报酬。公司自有资金直接股权投资业务，也称直投业务，是指公司利用自有资金直接投资于其他公司股权，并通过被投资企业IPO、行业并购、回购或其他方式退出，获得资本增值和投资收益；或为公司业务发展、战略合作等目的，短期内不以财务投资或资本增值为目的。公司资产管理计划投后管理业务，主要是指其他方通过设立如资产管理计划等形式，通过股权或者贷款等多种形式投资于各类项目，公司接受其他方委托提供投后管理相关服务。公司私募股权投资基金管理业务基本通过公司下属合伙企业博信天津实施，因此本公开转让说明书披露的私募股权投资基金管理业务全部来自于博信天津。公司资产管理计划投后管理业务基本通过公司全资子公司深圳博信实施，因此本公开转让说明书披露的资产管理计划投后管理业务全部来自于深圳博信。公司注册地位于天津开发区，主营业务面向全国，从地区分布来看，投资区域主要位于环渤海经济区、长三角、珠三角等地域。
2,公司成立于2012年1月，注册资金2.5亿，是由扬州广电集团控股，经江苏省金融办批准成立的组织，目前公司已获省金融办备案批准，正在“新三板”挂牌的进程中。
2,"公司以私募股权投资基金管理为主营业务，系国内领先的专注于消费品投资的私募股权投资机构。公司管理着五支人民币基金——天图兴瑞、天图兴盛、天图兴华、天图兴苏和天图兴北，并为一支美元基金（TiantuChinaConsumerFundI,L.P.）提供基金管理服务，管理资产超过50亿元人民币，各基金主要由公司下属企业深圳天图资本管理中心（有限合伙）担任基金管理人。"
1,公司是一家在商办物业领域具备从咨询顾问、物业管理到工商物业运营全产品服务能力的企业，能为商办物业的所有者和使用者提供全方位、一体化的服务与技术支持。公司服务的商办物业包括写字楼、产业园、众创空间、街区商业等非住宅类物业。公司目前的主营业务是咨询顾问、物业管理和工商物业运营，在商办物业的整个生命周期都能提供相应的服务。
2,公司是一家专注于从事保险产品的代理销售的专业保险代理公司。自公司成立以来，公司依托自身平台，始终致力于不断丰富代理销售的保险品种、提升售后服务水平、扩大投保人客户群体、与更多保险公司建立业务合作关系。公司自2009年成立以来，主营业务未发生重大变化。工商部门核准的经营范围：在全国范围内（港、澳、台除外）代理销售保险产品；代理收取保险费，代理相关业务的损失勘查和理赔；中国保监会批准的其他业务。（凭有效期内的经营保险代理业务许可证经营，有效期限以许可证为准）。
2,经工商登记机关核准，本公司的经营范围包括：面向“三农”发放贷款、提供融资性担保、开展金融机构业务代理以及经过监管部门批准的其他业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）公司主要面向“三农”，为农户、农村个体工商户、涉农中小微企业等农村中小微型经济组织提供小额信贷、小微企业私募债券等经监管部门批准的业务。公司自2012年成立以来一直专注于主营业务，业务始终稳定发展，未发生重大变化。
1,公司是一家主要涉及新房代理销售、二手房中介品牌特许加盟及运营管理的综合性O2O房地产服务公司。
2,根据大连市金融发展局批复，经工商登记机关核准，公司的经营范围及主营业务为：办理各项小额贷款和银行资金融入业务，即利用自有资金及银行融入资金等为客户提供小额贷款业务。中祥和小贷自成立以来，一直专注于小额贷款业务，业务保持持续稳定发展，主营业务未发生重大变化，公司未设立分公司或营业网点。公司目前开展的小额贷款业务区域限定于大连市内，面向的主要客户包括中小微企业、个体工商户、自然人等。
2,浏阳市通源小额贷款有限公司，是经浏阳市政府招标，经湖南省人民政府金融工作办公室批准，在工商部门注册登记的湖南首批小额贷款公司。浏阳市通源小额贷款有限公司本着“汇聚八方千桶金，造就一地万民福”的社会责任感，以人民银行目前的要求为原则，为弥补区域经济金融不足，以灵活多样的形式和高效快捷的方法，向“三农”及个人、个体商户、微小企业提供贷款服务，它以“自主经营、自我约束、自我发展、自担风险”为经营原则，充分体现“便捷、灵活、高效”的特点。为取得更大的发展，公司正不断开拓新的金融领域，开发新的信贷品种和服务创新，并与国外金融、基金组织、小额信贷机构和国内其他贷款公司建立广泛的联系合作。浏阳市通源小额贷款有限公司将秉承“诚信为本、实践诺言”的原则，为区域经济发展做出贡献。
2,公司是按照人民银行、银监会有关规定设立，经山东省政府金融办审批，在济南市高新区辖区内合法经营小额贷款业务的专业化贷款企业。公司经审批可经营的业务为：（1）在济南高新技术产业开发区行政区域内办理各种小额贷款；
2,公司的主营业务为私募股权投资基金管理业务以及股权投资业务。公司从事私募股权投资基金管理业务，是指公司通过私募的方式募集资金，设立基金，管理基金，运用基金资产进行股权投资，通过被投资企业IPO、挂牌、并购、二级市场转让、回购或其他方式退出，使基金资产实现资本增值和投资收益，为投资人创造收益，同时公司收取一定的基金管理费用和收益分成。公司股权投资业务主要是公司运用自有资金以股权投资的形式对项目进行投资，通过被投资企业IPO、挂牌上市、股权转让等方式获得资本增值及投资收益。公司自成立以来，主营业务未发生重大变化。
2,公司作为投资型孵化器机构，是天使投资行业的延伸，经营模式为“企业孵化服务+天使投资”，兼具了孵化器企业及天使投资企业的特点。主要业务有两方面，一是通过种子轮投资和天使轮投资将自有资金投资于入孵的创业企业换取股权，并最终通过股权退出的方式赚取投资收益；二是为入孵企业提供创业场地、创业培训和其他专业服务，并收取一定的创业咨询服务费。2015年1-4月、2014年度和2013年度，公司经营收入分别为36.36万元、325.22万元和5.97万元，均为主营业务收入，主营业务明确，具有可持续发展能力。
2,根据中国证监会《上市公司行业分类指引》（2012年修订）的规定，公司所属行业为“J-69其他金融业”；根据《国民经济行业分类》（GB/T4754-2011），公司所属行业为“J-69其他金融业”；根据证监会颁布的《私募投资基金监督管理暂行办法》，公司所从事的业务属于“私募投资基金业务”，细分领域属于“私募股权投资行业”；根据全国中小企业股份转让系统挂牌公司管理型分类为“J-6740金融业－资本市场服务-资本投资服务－资本投资服务”；根据全国中小企业股份转让系统挂牌公司投资型分类为“16111013金融－证券期货业－证券期货业－私募基金管理人”。
2,经证监会批准，公司的经营范围为证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；融资融券；证券资产管理；证券投资基金代销；代销金融产品；为期货公司提供中间介绍业务。同时，公司还通过子公司巨石创投和南证期货开展直接投资业务和期货业务。
1,公司所提供的与商业地产销售、策划有关的中介服务。
2,经中国证监会核准，公司主要业务范围包括商品期货经纪、金融期货经纪、期货投资咨询。公司目前的主营业务为期货经纪业务和期货投资咨询业务，手续费收入和利息收入是公司的主要收入来源。公司主营业务明确，最近两年主营业务没有发生重大变化。
